dispute_id,true_category,expected_outcome,action,action_reason,outcome,final_score,suspicion_score,verdict
D-005819,SP-03,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.124,0.0,correct
D-005820,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.449,0.0,deferred
D-005821,AR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.045,0.0,deferred
D-005822,NR-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.387,0.0,correct
D-005823,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-005824,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-005825,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-005826,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005827,SP-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.005,0.0,correct
D-005828,NR-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.0,correct
D-005829,AR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.068,0.55,correct
D-005830,BA-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.6,0.6,deferred
D-005831,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-005832,BA-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005833,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,correct
D-005834,NR-03,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.387,0.8,deferred
D-005835,QD-06,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.082,0.0,correct
D-005836,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-005837,NR-04,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.62,0.633,correct
D-005838,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005839,QD-04,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.026,0.0,deferred
D-005840,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-005841,QD-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005842,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.107,0.0,deferred
D-005843,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-005844,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-005845,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005846,NR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-005847,BA-08,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,correct
D-005848,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.318,0.0,correct
D-005849,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005850,CR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.063,0.0,correct
D-005851,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.058,0.0,correct
D-005852,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.08,0.0,deferred
D-005853,SP-07,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.143,0.0,correct
D-005854,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,correct
D-005855,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-005856,BA-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005857,QD-05,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.7,correct
D-005858,QD-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-005859,SP-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005860,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-005861,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-005862,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.567,0.0,correct
D-005863,BA-07,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-005864,QD-05,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.175,0.0,correct
D-005865,QD-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.081,0.0,deferred
D-005866,SP-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.095,0.0,deferred
D-005867,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-005868,BA-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005869,QD-04,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,correct
D-005870,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,deferred
D-005871,BA-06,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-005872,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-005873,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.073,0.0,correct
D-005874,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005875,NR-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.55,0.6,correct
D-005876,SP-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005877,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.185,0.0,correct
D-005878,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.071,0.0,deferred
D-005879,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.04,0.0,correct
D-005880,BA-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.11,0.8,correct
D-005881,AR-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.18,0.0,deferred
D-005882,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-005883,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-005884,BA-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.347,0.0,correct
D-005885,BA-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.72,0.667,correct
D-005886,BA-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.014,0.0,correct
D-005887,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.332,0.0,correct
D-005888,QD-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.134,0.7,correct
D-005889,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005890,SP-03,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.124,0.0,correct
D-005891,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-005892,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005893,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-005894,BA-07,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.0,correct
D-005895,BA-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.085,0.0,correct
D-005896,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-005897,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-005898,NR-03,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.387,0.6,deferred
D-005899,QD-04,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.019,0.0,correct
D-005900,SP-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.06,0.0,deferred
D-005901,BA-04,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.7,correct
D-005902,NR-05,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.077,0.0,correct
D-005903,BA-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005904,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.457,0.0,deferred
D-005905,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-005906,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.506,0.7,deferred
D-005907,BA-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.002,0.0,deferred
D-005908,CR-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.075,0.7,correct
D-005909,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-005910,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.567,0.0,correct
D-005911,QD-04,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.026,0.0,correct
D-005912,QD-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.284,0.0,deferred
D-005913,NR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.4,0.0,correct
D-005914,SP-07,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.143,0.0,deferred
D-005915,BA-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.6,0.0,correct
D-005916,QD-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.484,0.6,correct
D-005917,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-005918,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-005919,CR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005920,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.38,0.0,deferred
D-005921,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.602,0.0,deferred
D-005922,CR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005923,SP-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.11,0.7,correct
D-005924,NR-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.198,0.0,deferred
D-005925,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005926,CR-06,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-005927,BA-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-005928,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.32,0.0,correct
D-005929,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-005930,CR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005931,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.117,0.0,deferred
D-005932,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-005933,SP-08,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005934,CR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-005935,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-005936,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-005937,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-005938,QD-06,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.075,0.0,correct
D-005939,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-005940,SP-08,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.028,0.0,correct
D-005941,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-005942,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-005943,QD-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.01,0.6,correct
D-005944,NR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005945,BA-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005946,QD-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.081,0.0,deferred
D-005947,QD-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-005948,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005949,SP-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.099,0.0,deferred
D-005950,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,deferred
D-005951,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
D-005952,CR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.182,0.0,deferred
D-005953,NR-04,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.62,0.0,correct
D-005954,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005955,CR-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-005956,QD-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.003,0.0,deferred
D-005957,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.577,0.0,correct
D-005958,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-005959,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-005960,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.559,0.0,correct
D-005961,BA-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.014,0.0,deferred
D-005962,SP-07,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.188,0.0,correct
D-005963,NR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-005964,QD-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.424,0.0,deferred
D-005965,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.19,0.0,correct
D-005966,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-005967,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-005968,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.011,0.0,deferred
D-005969,CR-03,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.62,0.7,deferred
D-005970,BA-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005971,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-005972,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.1,0.0,deferred
D-005973,AR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-005974,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.18,0.0,deferred
D-005975,SP-07,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.188,0.0,deferred
D-005976,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.332,0.0,correct
D-005977,QD-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.364,0.0,deferred
D-005978,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-005979,QD-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.364,0.7,correct
D-005980,SP-07,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,0.143,0.6,deferred
D-005981,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.005,0.0,deferred
D-005982,NR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-005983,BA-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,correct
D-005984,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005985,SP-06,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.087,0.0,deferred
D-005986,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-005987,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-005988,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.085,0.0,deferred
D-005989,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-005990,CR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-005991,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,deferred
D-005992,BA-04,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-005993,NR-02,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.5,correct
D-005994,SP-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.217,0.0,correct
D-005995,AR-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-005996,SP-08,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-005997,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.602,0.0,deferred
D-005998,BA-08,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.13,0.0,deferred
D-005999,BA-02,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.6,0.6,correct
D-006000,NR-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-006001,AR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.045,0.0,deferred
D-006002,CR-06,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.005,0.0,correct
D-006003,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-006004,CR-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.06,0.55,correct
D-006005,AR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-006006,BA-07,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-006007,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.07,0.0,deferred
D-006008,QD-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-006009,CR-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.302,0.8,deferred
D-006010,BA-02,escalate,auto_approve,compliance_override,favor_cardholder,0.6,0.625,correct
D-006011,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-006012,NR-02,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.165,0.0,correct
D-006013,SP-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.06,0.0,deferred
D-006014,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-006015,CR-05,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.103,0.8,deferred
D-006016,SP-07,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.143,0.0,correct
D-006017,QD-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.559,0.6,deferred
D-006018,QD-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.168,0.0,deferred
D-006019,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-006020,BA-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.72,0.55,correct
D-006021,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-006022,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,correct
D-006023,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-006024,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-006025,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-006026,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-006027,NR-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-006028,QD-01,escalate,auto_approve,compliance_override,favor_cardholder,0.364,0.0,correct
D-006029,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-006030,BA-08,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.08,0.0,deferred
D-006031,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.491,0.0,correct
D-006032,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-006033,CR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.063,0.0,correct
D-006034,CR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-006035,BA-04,escalate,auto_deny,compliance_override,favor_merchant,0.205,0.55,correct
D-006036,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.24,0.0,deferred
D-006037,QD-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.169,0.0,correct
D-006038,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-006039,CR-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.62,0.0,correct
D-006040,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-006041,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.567,0.0,correct
D-006042,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.38,0.0,deferred
D-006043,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-006044,BA-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.6,0.0,correct
D-006045,BA-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-006046,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-006047,NR-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-006048,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-006049,NR-01,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.45,0.6,deferred
D-006050,CR-05,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.103,0.7,correct
D-006051,CR-01,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.318,0.6,deferred
D-006052,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.205,0.0,deferred
D-006053,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-006054,SP-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-006055,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.058,0.0,correct
D-006056,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.32,0.0,correct
D-006057,CR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.06,0.0,correct
D-006058,QD-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.022,0.0,deferred
D-006059,NR-01,escalate,auto_approve,compliance_override,favor_cardholder,-0.073,0.8,correct
D-006060,SP-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.005,0.0,deferred
D-006061,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-006062,CR-06,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-006063,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-006064,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-006065,QD-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.022,0.0,deferred
D-006066,QD-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.108,0.0,deferred
D-006067,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.302,0.0,correct
D-006068,AR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-006069,BA-08,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.08,0.0,correct
D-006070,NR-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.55,0.0,correct
D-006071,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-006072,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.205,0.0,correct
D-006073,SP-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.114,0.0,deferred
D-006074,NR-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-006075,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-006076,BA-07,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-006077,BA-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,correct
D-006078,CR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.182,0.0,deferred
D-006079,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
